"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"121032" 188 565 "en" "http://www.twitter.com/LYSin_to_me" "LYSin_to_me" "2738" "?@MINDBLOWlNG: A shark was photographed swimming on the road in New Jersey #sandy pic #MB : http://t.co/93LcCyoJ?" "Twitter for iPhone" "39.86940861" "-75.42172085" "30" "" "http://twitter.com/LYSin_to_me/statuses/263243501242822657" "" "" "" "" "" "2012-10-30T11:38:36.000Z" 30 11 38 36 "10-30 11:38" "" "sandy,MB" "MINDBLOWlNG" "post"
"121141" 333 338 "en" "http://www.twitter.com/MelyMyLove" "MelyMyLove" "16525" "Damn sahnn Sandy wasn't playing no games, she fucked one of my neighbors up" "Twitter for Android" "39.0974254" "-76.8106066" "37" "" "http://twitter.com/MelyMyLove/statuses/263244656958140416" "" "" "" "" "" "2012-10-30T11:43:11.000Z" 30 11 43 11 "10-30 11:43" "0" "" "" "post"
"121247" 358 1179 "en" "http://www.twitter.com/JoeWaters_GVL" "JoeWaters_GVL" "837" "@GovChristie proving why decisive gubernatorial &amp; mayoral leadership is critical when it really matters. #morningjoe @Morning_Joe #Sandy" "Twitter for iPhone" "34.83305428" "-82.40335742" "40" "" "http://twitter.com/JoeWaters_GVL/statuses/263245852854870017" "" "" "" "" "" "2012-10-30T11:47:56.000Z" 30 11 47 56 "10-30 11:47" "" "morningjoe,Sandy" "GovChristie,Morning_Joe" "post"
"121365" 196 253 "en" "http://www.twitter.com/max_mason" "max_mason" "1198" "?@GoogleFacts: Hurricane Sandy from Space http://t.co/H5aros2Y?" "Twitter for iPhone" "45.00841765" "-93.60650939" "33" "" "http://twitter.com/max_mason/statuses/263246757469757440" "" "" "" "" "" "2012-10-30T11:51:32.000Z" 30 11 51 32 "10-30 11:51" "" "" "GoogleFacts" "post"
"121475" 1170 547 "en" "http://www.twitter.com/labroides" "labroides" "27612" ".@LouWoodley we lost part of our roof. Literally like it's gone and we can't find it on the ground. It must have really taken off. #Sandy" "Twitter for iPhone" "40.88333609" "-73.91301528" "" "http://twitter.com/LouWoodley/statuses/263247122676191233" "http://twitter.com/labroides/statuses/263247604261998595" "" "" "" "" "" "2012-10-30T11:54:54.000Z" 30 11 54 54 "10-30 11:54" "0" "Sandy" "LouWoodley" "post"
"121598" 39 60 "en" "http://www.twitter.com/pimpmyrun" "pimpmyrun" "56" "Sandy knocked down a tree. Callahan is still not impressed @ Neshanic Station http://t.co/Wb8K2ld6" "Instagram" "40.54820169" "-74.73856756" "22" "" "http://twitter.com/pimpmyrun/statuses/263248767661268992" "" "" "" "" "" "2012-10-30T11:59:31.000Z" 30 11 59 31 "10-30 11:59" "" "" "" "post"
"121708" 38 142 "en" "http://www.twitter.com/HGulled" "HGulled" "297" "\"@BBCBreaking: VIDEO: Fire that destroyed 50 homes in New York, now declared \"major disaster\" area by President @BarackObama http://t#Sandy\"" "Twitter for Android" "51.46184145" "-0.46799053" "35" "" "http://twitter.com/HGulled/statuses/263249710075240449" "" "" "" "" "" "2012-10-30T12:03:16.000Z" 30 12 3 16 "10-30 12:03" "" "" "BBCBreaking,BarackObama" "post"
"121820" 82 264 "en" "http://www.twitter.com/RayRafalko" "RayRafalko" "1147" "Scarecrow down.... #StormCasualty #Sandy http://t.co/DigcVRsD" "Twitter for Android" "41.37690267" "-75.73940322" "" "" "http://twitter.com/RayRafalko/statuses/263250639025487872" "" "" "" "" "" "2012-10-30T12:06:59.000Z" 30 12 6 59 "10-30 12:06" "" "StormCasualty,Sandy" "" "post"
"121938" 116 159 "en" "http://www.twitter.com/_ayooM_diggityy" "_ayooM_diggityy" "852" "Sandy you s basic bitch for not making it snow &lt;&lt;&lt;&lt;&lt;" "Twitter for Android" "35.3950339" "-81.5033828" "39" "" "http://twitter.com/_ayooM_diggityy/statuses/263251492889309184" "" "" "" "" "" "2012-10-30T12:10:21.000Z" 30 12 10 21 "10-30 12:10" "" "" "" "post"
"122055" 345 314 "es" "http://www.twitter.com/JavyChetto" "JavyChetto" "19797" "\"Hurac?n de lim?n, hurac?n de naranja\".nuevo slogan de la empresa Sandy." "Twitter for BlackBerry?" "36.71421" "-4.47012" "42" "" "http://twitter.com/JavyChetto/statuses/263252345566158848" "" "" "" "" "" "2012-10-30T12:13:44.000Z" 30 12 13 44 "10-30 12:13" "0" "" "" "post"
"122169" 90 203 "en" "http://www.twitter.com/shawncolborn" "shawncolborn" "2575" "We made it through #Sandy with only a small tree laying on my wife's car. The wind sounded like a 747 over my house." "iOS" "39.906261" "-75.092442" "47" "" "http://twitter.com/shawncolborn/statuses/263253173005844481" "" "" "" "" "" "2012-10-30T12:17:02.000Z" 30 12 17 2 "10-30 12:17" "0" "Sandy" "" "post"
"122288" 34 267 "en" "http://www.twitter.com/VHandjojo" "VHandjojo" "595" "happy halloween 2012 (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 213 others) http://t.co/DTw9W3kK" "foursquare" "40.769774" "-73.976909" "28" "" "http://twitter.com/VHandjojo/statuses/263254084499435520" "" "" "" "" "" "2012-10-30T12:20:39.000Z" 30 12 20 39 "10-30 12:20" "" "" "" "post"
"122400" 45 29 "ru" "http://www.twitter.com/suuupervika" "suuupervika" "1089" "???? ??????? ?? ??????? #sandy ?? ?? ???????, ??? ???? ?????????? ?? ????? ??????? ???-???????? ???????." "Twitter for iPhone" "59.93583967" "30.32445582" "32" "" "http://twitter.com/suuupervika/statuses/263255076829794304" "" "" "" "" "" "2012-10-30T12:24:36.000Z" 30 12 24 36 "10-30 12:24" "0" "sandy" "" "post"
"122506" 396 507 "en" "http://www.twitter.com/katkillingbeck" "katkillingbeck" "1312" "The suns out in Toronto and I never lost power. Happy about that. Prayers go out to all affected by this storm #sandy" "Twitter for iPhone" "43.63865408" "-79.39334729" "40" "" "http://twitter.com/katkillingbeck/statuses/263255874070515712" "" "" "" "" "" "2012-10-30T12:27:46.000Z" 30 12 27 46 "10-30 12:27" "" "sandy" "" "post"
"122618" 118 275 "en" "http://www.twitter.com/marktisdel" "marktisdel" "1875" "#Sandy a bit of rain, a bit of wind, some unusual tides, an inconvenience at best." "Twitter for iPhone" "39.07656336" "-75.4598272" "33" "" "http://twitter.com/marktisdel/statuses/263256774713413632" "" "" "" "" "" "2012-10-30T12:31:20.000Z" 30 12 31 20 "10-30 12:31" "" "Sandy" "" "post"
"122730" 411 334 "en" "http://www.twitter.com/FreeEOSPhill" "FreeEOSPhill" "9596" "Hurricane sandy is fuckin New York up. All we can do is pray and watch." "TweetCaster for Android" "36.2576709" "-86.6172239" "36" "" "http://twitter.com/FreeEOSPhill/statuses/263257630053654529" "" "" "" "" "" "2012-10-30T12:34:44.000Z" 30 12 34 44 "10-30 12:34" "" "" "" "post"
"122848" 103 399 "en" "http://www.twitter.com/runningwoman" "runningwoman" "1686" "Thank god we had no damage or outages #goawaySANDY!" "Twitter for iPhone" "40.67601885" "-73.97181052" "" "" "http://twitter.com/runningwoman/statuses/263258613852815360" "" "" "" "" "" "2012-10-30T12:38:39.000Z" 30 12 38 39 "10-30 12:38" "" "goawaySANDY" "" "post"
"122961" 60 182 "en" "http://www.twitter.com/Kristina92Bell" "Kristina92Bell" "4838" "Saw some sunshine in my room and basically I went to look and#SANDY said fuck dat it's gunna be a dark day...like shit I just wanna c da sun" "Twitter for iPhone" "43.92033795" "-78.84090119" "40" "" "http://twitter.com/Kristina92Bell/statuses/263259347667283970" "" "" "" "" "" "2012-10-30T12:41:34.000Z" 30 12 41 34 "10-30 12:41" "" "" "" "post"
"123066" 390 361 "en" "http://www.twitter.com/joseimagallanes" "joseimagallanes" "14954" "@CarlinglsLopez y que dice el carlitos ! Le anda pegando chingasos la sandy? Cuidate carnal!" "Twitter for iPhone" "19.36330965" "-99.22208292" "38" "" "http://twitter.com/joseimagallanes/statuses/263260114339901440" "" "" "" "" "" "2012-10-30T12:44:37.000Z" 30 12 44 37 "10-30 12:44" "" "" "CarlinglsLopez" "post"
"123179" 6 68 "en" "http://www.twitter.com/tiffany_ku_1982" "tiffany_ku_1982" "235" "Praying for all those affected by #Sandy . Waiting to hear back from my brother, aunt and uncle and my cousin." "Twitter for iPhone" "33.96446976" "-84.02799547" "12" "" "http://twitter.com/tiffany_ku_1982/statuses/263261107899219968" "" "" "" "" "" "2012-10-30T12:48:33.000Z" 30 12 48 33 "10-30 12:48" "" "Sandy" "" "post"
"123289" 111 448 "en" "http://www.twitter.com/leninc08" "leninc08" "924" "#Sandy http://t.co/y3pGf7rh" "Twitter for Android" "40.68963422" "-73.85173364" "21" "" "http://twitter.com/leninc08/statuses/263261885007278080" "" "" "" "" "" "2012-10-30T12:51:41.000Z" 30 12 51 41 "10-30 12:51" "" "Sandy" "" "post"
"123400" 77 117 "it" "http://www.twitter.com/franzisk86" "franzisk86" "855" "@Poppypops28 terrific words! :-D we have our little hurricane too during the wee..nothing in comparison to #Sandy but quite messy anyway" "Twitter for Android" "43.5357731" "10.3089569" "41" "http://twitter.com/Poppypops28/statuses/263012520992849921" "http://twitter.com/franzisk86/statuses/263262687729967105" "" "" "" "" "" "2012-10-30T12:54:50.000Z" 30 12 54 50 "10-30 12:54" "" "Sandy" "Poppypops28" "post"
"123509" 273 40 "en" "http://www.twitter.com/syamjee" "syamjee" "26328" "Hurricane Sandy: FDI... Cyclone Nilam: Desi..." "TweetCaster for Android" "12.9823715" "77.7473979" "45" "" "http://twitter.com/syamjee/statuses/263263593351499781" "" "" "" "" "" "2012-10-30T12:58:26.000Z" 30 12 58 26 "10-30 12:58" "0" "" "" "post"
"123624" 228 230 "en" "http://www.twitter.com/anuarfariz" "" "7545" "Day 2 of #Sandy. Major damages and still looking at more issues to come. But everyone seems to have their spirits high. In #NYC anyway." "Twitter for iPhone" "40.76426719" "-73.98095046" "43" "" "http://twitter.com/anuarfariz/statuses/263264543680102401" "" "" "" "" "" "2012-10-30T13:02:13.000Z" 30 13 2 13 "10-30 13:02" "0" "Sandy,NYC" "" "post"
"123735" 289 486 "en" "http://www.twitter.com/buffchris" "buffchris" "3320" "And that's why you always leave a note! @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/I8f8I91r" "Instagram" "40.79301881" "-73.79379272" "33" "" "http://twitter.com/buffchris/statuses/263265382494793728" "" "" "" "" "" "2012-10-30T13:05:33.000Z" 30 13 5 33 "10-30 13:05" "0" "" "" "post"
"123847" 211 290 "en" "http://www.twitter.com/nursenancy43" "nursenancy43" "3452" "@DeeMarie Good girl thankful u r ok need Tee shirt saying I survived #Sandy. God Bless" "Twitter for Android" "38.08080509" "-92.82411992" "49" "http://twitter.com/DeeMarie/statuses/263248533103194113" "http://twitter.com/nursenancy43/statuses/263266088048009216" "" "" "" "" "" "2012-10-30T13:08:21.000Z" 30 13 8 21 "10-30 13:08" "" "Sandy" "DeeMarie" "post"
"123962" 119 227 "en" "http://www.twitter.com/Mace_sv24" "Mace_sv24" "213" "@OhThatGirlKaity bc we are sandy valley. They don't cancel anything." "Twitter for Android" "40.6372398" "-81.3522187" "29" "" "http://twitter.com/Mace_sv24/statuses/263266930683699200" "" "" "" "" "" "2012-10-30T13:11:42.000Z" 30 13 11 42 "10-30 13:11" "" "" "OhThatGirlKaity" "post"
"124077" 5151 4898 "en" "http://www.twitter.com/Tresidential" "Tresidential" "17694" "In my car now,,a lot of trees down, most of the town still out of power #Sandy" "Twitter for iPhone" "40.53188381" "-74.34958876" "62" "" "http://twitter.com/Tresidential/statuses/263267814092197888" "" "" "" "" "" "2012-10-30T13:15:12.000Z" 30 13 15 12 "10-30 13:15" "0" "Sandy" "" "post"
"124193" 113 226 "en" "http://www.twitter.com/stanleyrya" "stanleyrya" "1952" "And it's not even raining #disappointed #suckysandy" "Twitter for iPhone" "42.3899392" "-72.52996055" "" "" "http://twitter.com/stanleyrya/statuses/263268607889387520" "" "" "" "" "" "2012-10-30T13:18:22.000Z" 30 13 18 22 "10-30 13:18" "0" "disappointed,suckysandy" "" "post"
"124308" 66 99 "en" "http://www.twitter.com/Megan2425" "Megan2425" "394" "@tiffmitch7 so you wanna have practice outside today? 
#sandy" "Twitter for iPhone" "41.37503888" "-83.65488673" "33" "http://twitter.com/tiffmitch7/statuses/263266109925519360" "http://twitter.com/Megan2425/statuses/263271632750133249" "" "" "" "" "" "2012-10-30T13:30:23.000Z" 30 13 30 23 "10-30 13:30" "" "sandy" "tiffmitch7" "post"
"124423" 453 367 "en" "http://www.twitter.com/nelsonlax10" "nelsonlax10" "11727" "Hurricane Sandy was a one night stand, Fuckin pussy" "Twitter for Android" "39.1403821" "-77.6981354" "41" "" "http://twitter.com/nelsonlax10/statuses/263272472571412480" "" "" "" "" "" "2012-10-30T13:33:43.000Z" 30 13 33 43 "10-30 13:33" "" "" "" "post"
"124528" 106 339 "en" "http://www.twitter.com/LucciLooch" "LucciLooch" "5160" "?@Wegmans: In Sandy's wake, all Wegmans stores are open for business http://t.co/Nh2wC22W #wnews #wegsandy?  #toobadimoff" "Twitter for iPhone" "39.40416288" "-76.48417303" "29" "" "http://twitter.com/LucciLooch/statuses/263273068389081088" "" "" "" "" "" "2012-10-30T13:36:05.000Z" 30 13 36 5 "10-30 13:36" "0" "wnews,wegsandy" "Wegmans" "post"
"124638" 85 660 "en" "http://www.twitter.com/iamcheekychops" "iamcheekychops" "5614" "Watching #skynews #superstormsandy" "Twitter for iPhone" "53.20615393" "-2.89745185" "24" "" "http://twitter.com/iamcheekychops/statuses/263273850626789377" "" "" "" "" "" "2012-10-30T13:39:12.000Z" 30 13 39 12 "10-30 13:39" "" "skynews,superstormsandy" "" "post"
"124751" 582446 18552 "en" "http://www.twitter.com/AmericanExpress" "AmericanExpress" "16310" "@ckurdziel Hope you are safe &amp; dry this AM. We are here if you need us http://t.co/SVNFlVhj. AT" "Mobile Web" "40.77265918" "-73.94934483" "88" "http://twitter.com/ckurdziel/statuses/263133158034264065" "http://twitter.com/AmericanExpress/statuses/263274571963183104" "" "" "" "" "" "2012-10-30T13:42:04.000Z" 30 13 42 4 "10-30 13:42" "" "" "ckurdziel" "post"
"124868" 268 622 "en" "http://www.twitter.com/DJJAYSMOOVE" "" "5379" "@Noleezy \"HURRICANE SANDY\" \"NO JOKE\" IN NEW YORK CITY &amp; NEW JERSEY, LONG ISLAND,SI, FAR ROCKAWAY, REAL BAD UP HERE." "Twitter for Android" "40.6891156" "-73.8706763" "31" "http://twitter.com/Noleezy/statuses/263271579654430721" "http://twitter.com/DJJAYSMOOVE/statuses/263275277155704833" "" "" "" "" "" "2012-10-30T13:44:52.000Z" 30 13 44 52 "10-30 13:44" "" "" "Noleezy" "post"
"124976" 69 572 "en" "http://www.twitter.com/williams_2k6" "" "402" "@PenchoyAida Numeros de Sandy: 16 muertos, casi 7 millones sin electricidad, 4 dias para sacar agua del metro de NY todavia falta mucho mas" "Twitter for iPhone" "41.11263329" "-74.14904999" "16" "http://twitter.com/PenchoyAida/statuses/263272739530489857" "http://twitter.com/williams_2k6/statuses/263275984474759169" "" "" "" "" "" "2012-10-30T13:47:40.000Z" 30 13 47 40 "10-30 13:47" "" "" "PenchoyAida" "post"
"125087" 203 485 "en" "http://www.twitter.com/TheGattoniCelli" "TheGattoniCelli" "1222" "Washington Post - http://t.co/uTM63RtF" "Plume?for?Android" "38.9143502" "-77.0443692" "62" "" "http://twitter.com/TheGattoniCelli/statuses/263276705026826240" "" "" "" "" "" "2012-10-30T13:50:32.000Z" 30 13 50 32 "10-30 13:50" "0" "" "" "post"
"125205" 997 1769 "en" "http://www.twitter.com/EMulvz" "EMulvz" "7438" "Sandy blew down our local Reggaeton concert posting board! #williamsburg @ Chateau San Juan http://t.co/hY2vcVQw" "Instagram" "40.710314" "-73.952688" "46" "" "http://twitter.com/EMulvz/statuses/263277519581630464" "" "" "" "" "" "2012-10-30T13:53:46.000Z" 30 13 53 46 "10-30 13:53" "0" "williamsburg" "" "post"
"125320" 95 103 "en" "http://www.twitter.com/albert8989" "albert8989" "699" "@bbarberny everything calmed down up there? #damnsandy" "Twitter for iPhone" "35.82281233" "-90.66587288" "32" "http://twitter.com/bbarberny/statuses/263256724797022209" "http://twitter.com/albert8989/statuses/263278238703435776" "" "" "" "" "" "2012-10-30T13:56:38.000Z" 30 13 56 38 "10-30 13:56" "" "damnsandy" "bbarberny" "post"
"125430" 330 415 "en" "http://www.twitter.com/gozibizzle" "gozibizzle" "4929" "Bur serzly,#Sandy wat hv they done to get all dese nytmares http://t.co/0A3HYgo7" "UberSocial for BlackBerry" "6.4448923" "3.2552427" "44" "" "http://twitter.com/gozibizzle/statuses/263278860773232640" "" "" "" "" "" "2012-10-30T13:59:06.000Z" 30 13 59 6 "10-30 13:59" "" "Sandy" "" "post"
"125546" 64 144 "en" "http://www.twitter.com/annie_bananie20" "annie_bananie20" "517" "Everyone has snow and im just like yea i have a lake in my backyard . #sandy" "Twitter for iPhone" "40.26818922" "-75.62960001" "30" "" "http://twitter.com/annie_bananie20/statuses/263279626892222465" "" "" "" "" "" "2012-10-30T14:02:09.000Z" 30 14 2 9 "10-30 14:02" "" "sandy" "" "post"
"125657" 22 100 "en" "http://www.twitter.com/plaidsandwich" "plaidsandwich" "124" "Big shout out to @TheOnion for keeping our spirits up last night while Sandy was getting us down." "Twitter for iPhone" "40.69585098" "-73.93639354" "27" "" "http://twitter.com/plaidsandwich/statuses/263280374812114944" "" "" "" "" "" "2012-10-30T14:05:07.000Z" 30 14 5 7 "10-30 14:05" "" "" "TheOnion" "post"
"125766" 358 400 "en" "http://www.twitter.com/TGalioto" "TGalioto" "1233" "Even though hurricane sandy is dangerous I would love for it to go through OU and have school canceled till Christmas break! ??????????" "Twitter for iPhone" "39.32388078" "-82.09454619" "42" "" "http://twitter.com/TGalioto/statuses/263280964870995968" "" "" "" "" "" "2012-10-30T14:07:28.000Z" 30 14 7 28 "10-30 14:07" "0" "" "" "post"
"125874" 158 490 "en" "http://www.twitter.com/ThanjaiSabari" "ThanjaiSabari" "3945" "\"@priyankachopra Mayor of New York, @MikeBloomberg, giving news conference on storm #Sandy damage shortly - WATCH LIVE http://t.co/4TMgr1UQ\"" "Twitter for Android" "32.2413528" "75.6372018" "34" "" "http://twitter.com/ThanjaiSabari/statuses/263281675256078336" "" "" "" "" "" "2012-10-30T14:10:17.000Z" 30 14 10 17 "10-30 14:10" "" "Sandy" "priyankachopra,MikeBloomberg" "post"
"125984" 1323 1995 "en" "http://www.twitter.com/LotsofMen" "LotsofMen" "6566" "Sandy, please leave my friends in the East alone." "Twitter for iPhone" "33.80356824" "-117.8837016" "44" "" "http://twitter.com/LotsofMen/statuses/263282272659181568" "" "" "" "" "" "2012-10-30T14:12:40.000Z" 30 14 12 40 "10-30 14:12" "0" "" "" "post"
"126100" 213 280 "en" "http://www.twitter.com/alstoutttt" "alstoutttt" "3019" "Both of my classes are cancelled and Sandy didn't even show up, but whatever I'm not complaining! ??" "Twitter for iPhone" "44.68948341" "-73.46809699" "41" "" "http://twitter.com/alstoutttt/statuses/263282954783039488" "" "" "" "" "" "2012-10-30T14:15:22.000Z" 30 14 15 22 "10-30 14:15" "" "" "" "post"
"126221" 142 437 "en" "http://www.twitter.com/nardkat" "nardkat" "2110" ".@GrahamBlog In the meantime we have a national disaster named Sandy and an SC one named Nikki. Please get off your Benghazi soapbox." "Twitter for iPhone" "32.79490208" "-80.05137404" "46" "http://twitter.com/GrahamBlog/statuses/263265543962906624" "http://twitter.com/nardkat/statuses/263283688400367616" "" "" "" "" "" "2012-10-30T14:18:17.000Z" 30 14 18 17 "10-30 14:18" "0" "" "GrahamBlog" "post"
"126329" 155 868 "en" "http://www.twitter.com/BasemGaz" "BasemGaz" "312" "Praying for everyone in new york, be safe and stay strong :( #sandy" "iOS" "21.562289" "39.21989" "22" "" "http://twitter.com/BasemGaz/statuses/263284434474762240" "" "" "" "" "" "2012-10-30T14:21:15.000Z" 30 14 21 15 "10-30 14:21" "" "sandy" "" "post"
"126441" 7 26 "pt" "http://www.twitter.com/diiegoafonso_" "diiegoafonso_" "6" "@abergantine #Sandy ? um furac?o que atingiu Ny" "Twitter for iPhone" "-22.8655127" "-43.10877532" "" "http://twitter.com/abergantine/statuses/263280548544405504" "http://twitter.com/diiegoafonso_/statuses/263285098005282816" "" "" "" "" "" "2012-10-30T14:23:53.000Z" 30 14 23 53 "10-30 14:23" "" "Sandy" "abergantine" "post"
"126550" 65 157 "en" "http://www.twitter.com/ScottyLewis4" "ScottyLewis4" "1747" "New Jersey Governor: \"The damage is unimaginable, houses have been carried out into the Ocean.\" I guess this is no joke. #HurricaneSandy" "Twitter for iPhone" "53.59400057" "-2.29478337" "39" "" "http://twitter.com/ScottyLewis4/statuses/263285890158309376" "" "" "" "" "" "2012-10-30T14:27:02.000Z" 30 14 27 2 "10-30 14:27" "" "HurricaneSandy" "" "post"
